Date,Opponent,Map,Player,Kills,Deaths,Assists
2026-04-07,OUG,Standoff,Abhiz,36,17,6
2026-04-07,OUG,Standoff,Prevail,37,29,8
2026-04-07,OUG,Standoff,Skullguy,26,23,3
2026-04-07,OUG,Standoff,Viper,30,24,10
2026-04-07,OUG,Standoff,Warden,15,23,6
2026-04-07,OUG,Crossroads Strike,Abhiz,30,19,7
2026-04-07,OUG,Crossroads Strike,Prevail,27,30,9
2026-04-07,OUG,Crossroads Strike,Skullguy,31,18,7
2026-04-07,OUG,Crossroads Strike,Viper,37,25,7
2026-04-07,OUG,Crossroads Strike,Warden,22,26,9
2026-04-07,OUG,Firing Range,Abhiz,13,9,1
2026-04-07,OUG,Firing Range,Prevail,10,13,3
2026-04-07,OUG,Firing Range,Skullguy,10,11,4
2026-04-07,OUG,Firing Range,Viper,9,14,3
2026-04-07,OUG,Firing Range,Warden,10,12,2
2026-04-07,OUG,Tunisia,Abhiz,10,9,5
2026-04-07,OUG,Tunisia,Prevail,12,10,6
2026-04-07,OUG,Tunisia,Skullguy,19,9,4
2026-04-07,OUG,Tunisia,Viper,13,11,3
2026-04-07,OUG,Tunisia,Warden,9,11,6
2026-04-07,XROCK,Summit,Abhiz,33,23,15
2026-04-07,XROCK,Summit,Prevail,40,25,7
2026-04-07,XROCK,Summit,Skullguy,28,27,17
2026-04-07,XROCK,Summit,Viper,49,18,12
2026-04-07,XROCK,Summit,Warden,32,27,20
2026-04-07,XROCK,Combine,Abhiz,22,18,13
2026-04-07,XROCK,Combine,Prevail,25,23,8
2026-04-07,XROCK,Combine,Skullguy,25,20,19
2026-04-07,XROCK,Combine,Viper,33,18,7
2026-04-07,XROCK,Combine,Warden,33,19,15
2026-04-07,XROCK,Tunisia,Abhiz,11,12,3
2026-04-07,XROCK,Tunisia,Prevail,5,11,4
2026-04-07,XROCK,Tunisia,Skullguy,6,11,2
2026-04-07,XROCK,Tunisia,Viper,14,10,1
2026-04-07,XROCK,Tunisia,Warden,11,11,0
2026-04-07,XROCK,Raid,Abhiz,28,27,4
2026-04-07,XROCK,Raid,Prevail,41,34,14
2026-04-07,XROCK,Raid,Skullguy,25,27,2
2026-04-07,XROCK,Raid,Viper,33,30,7
2026-04-07,XROCK,Raid,Warden,25,36,10
2026-04-07,XROCK,Crossroads Strike,Abhiz,29,10,7
2026-04-07,XROCK,Crossroads Strike,Prevail,20,19,8
2026-04-07,XROCK,Crossroads Strike,Skullguy,19,12,4
2026-04-07,XROCK,Crossroads Strike,Viper,27,16,7
2026-04-07,XROCK,Crossroads Strike,Warden,24,13,7
2026-04-07,XROCK,Meltdown,Abhiz,12,8,0
2026-04-07,XROCK,Meltdown,Prevail,10,7,1
2026-04-07,XROCK,Meltdown,Skullguy,6,9,7
2026-04-07,XROCK,Meltdown,Viper,17,4,3
2026-04-07,XROCK,Meltdown,Warden,14,10,4
2026-04-08,Wolves,Summit,Abhiz,40,40,19
2026-04-08,Wolves,Summit,Prevail,3,41,14
2026-04-08,Wolves,Summit,Skullguy,47,34,23
2026-04-08,Wolves,Summit,Viper,50,34,12
2026-04-08,Wolves,Summit,Warden,32,37,15
2026-04-08,Wolves,Hacienda,Abhiz,32,47,16
2026-04-08,Wolves,Hacienda,Prevail,35,47,13
2026-04-08,Wolves,Hacienda,Skullguy,41,43,15
2026-04-08,Wolves,Hacienda,Viper,37,41,15
2026-04-08,Wolves,Hacienda,Warden,39,50,16
2026-04-08,Wolves,Crossroads Strike,Abhiz,25,26,2
2026-04-08,Wolves,Crossroads Strike,Prevail,19,30,6
2026-04-08,Wolves,Crossroads Strike,Skullguy,25,24,5
2026-04-08,Wolves,Crossroads Strike,Viper,29,30,10
2026-04-08,Wolves,Crossroads Strike,Warden,27,25,7
2026-04-08,Wolves,Raid,Abhiz,22,27,5
2026-04-08,Wolves,Raid,Prevail,31,26,7
2026-04-08,Wolves,Raid,Skullguy,21,23,2
2026-04-08,Wolves,Raid,Viper,28,28,9 
2026-04-08,Wolves,Raid,Warden,24,34,6
2026-04-08,Wolves,Firing Range,Abhiz,7,10,0
2026-04-08,Wolves,Firing Range,Prevail,10,11,3
2026-04-08,Wolves,Firing Range,Skullguy,9,11,3
2026-04-08,Wolves,Firing Range,Viper,7,12,1
2026-04-08,Wolves,Firing Range,Warden,9,13,3
2026-04-08,Wolves,Coastal,Abhiz,6,15,2
2026-04-08,Wolves,Coastal,Prevail,14,13,6
2026-04-08,Wolves,Coastal,Skullguy,12,11,2
2026-04-08,Wolves,Coastal,Viper,10,12,4
2026-04-08,Wolves,Coastal,Warden,17,12,4
2026-04-08,GAL,Hacienda,Abhiz,40,29,27
2026-04-08,GAL,Hacienda,Prevail,35,29,15
2026-04-08,GAL,Hacienda,Skullguy,30,31,24
2026-04-08,GAL,Hacienda,Viper,48,24,20
2026-04-08,GAL,Hacienda,Warden,44,28,16
2026-04-08,GAL,Arsenal,Abhiz,27,40,15
2026-04-08,GAL,Arsenal,Prevail,31,39,13
2026-04-08,GAL,Arsenal,Skullguy,24,34,7
2026-04-08,GAL,Arsenal,Viper,33,41,24
2026-04-08,GAL,Arsenal,Warden,28,45,16
2026-04-08,GAL,Raid,Abhiz,27,26,7
2026-04-08,GAL,Raid,Prevail,32,22,8
2026-04-08,GAL,Raid,Skullguy,14,20,9
2026-04-08,GAL,Raid,Viper,37,24,6
2026-04-08,GAL,Raid,Warden,35,23,4
2026-04-08,GAL,Standoff,Abhiz,42,42,7
2026-04-08,GAL,Standoff,Prevail,39,42,14
2026-04-08,GAL,Standoff,Skullguy,39,32,12
2026-04-08,GAL,Standoff,Viper,39,32,11
2026-04-08,GAL,Standoff,Warden,35,35,25
2026-04-08,GAL,Meltdown,Abhiz,12,10,6
2026-04-08,GAL,Meltdown,Prevail,6,12,3
2026-04-08,GAL,Meltdown,Skullguy,16,9,5
2026-04-08,GAL,Meltdown,Viper,10,12,3
2026-04-08,GAL,Meltdown,Warden,10,10,5
2026-04-08,GAL,Firing Range,Abhiz,15,12,0
2026-04-08,GAL,Firing Range,Prevail,15,9,5
2026-04-08,GAL,Firing Range,Skullguy,4,11,3
2026-04-08,GAL,Firing Range,Viper,13,11,5
2026-04-08,GAL,Firing Range,Warden,16,11,4
2026-04-09,Wolves,Summit,Abhiz,42,37,15
2026-04-09,Wolves,Summit,Prevail,40,34,9
2026-04-09,Wolves,Summit,Skullguy,39,35,20
2026-04-09,Wolves,Summit,Viper,45,31,24
2026-04-09,Wolves,Summit,Warden,35,43,14
2026-04-09,Wolves,Combine,Abhiz,61,41,18
2026-04-09,Wolves,Combine,Prevail,42,44,16
2026-04-09,Wolves,Combine,Skullguy,43,42,22
2026-04-09,Wolves,Combine,Viper,39,46,25
2026-04-09,Wolves,Combine,Warden,53,43,19
2026-04-09,Wolves,Crossroads Strike,Abhiz,11,26,6
2026-04-09,Wolves,Crossroads Strike,Prevail,20,23,4
2026-04-09,Wolves,Crossroads Strike,Skullguy,17,22,3
2026-04-09,Wolves,Crossroads Strike,Viper,16,23,5
2026-04-09,Wolves,Crossroads Strike,Warden,13,26,7
2026-04-09,Wolves,Standoff,Abhiz,39,29,11
2026-04-09,Wolves,Standoff,Prevail,33,39,13
2026-04-09,Wolves,Standoff,Skullguy,25,30,0
2026-04-09,Wolves,Standoff,Viper,34,26,10
2026-04-09,Wolves,Standoff,Warden,26,28,5
2026-04-09,Wolves,Meltdown,Abhiz,10,8,1
2026-04-09,Wolves,Meltdown,Prevail,18,6,3
2026-04-09,Wolves,Meltdown,Skullguy,6,8,9
2026-04-09,Wolves,Meltdown,Viper,12,8,2
2026-04-09,Wolves,Meltdown,Warden,7,10,2
2026-04-09,ALU,Arsenal,Abhiz,34,35,11
2026-04-09,ALU,Arsenal,Prevail,31,35,23
2026-04-09,ALU,Arsenal,Skullguy,34,36,16
2026-04-09,ALU,Arsenal,Viper,32,37,8
2026-04-09,ALU,Arsenal,Warden,28,39,12
2026-04-09,ALU,Takeoff,Abhiz,34,47,22
2026-04-09,ALU,Takeoff,Prevail,41,44,16
2026-04-09,ALU,Takeoff,Skullguy,37,45,21
2026-04-09,ALU,Takeoff,Viper,52,44,16
2026-04-09,ALU,Takeoff,Warden,49,51,26
2026-04-09,ALU,Slums,Abhiz,15,12,2
2026-04-09,ALU,Slums,Prevail,4,15,5
2026-04-09,ALU,Slums,Skullguy,21,11,3
2026-04-09,ALU,Slums,Viper,12,12,5
2026-04-09,ALU,Slums,Warden,14,13,4
2026-04-09,ALU,Firing Range,Abhiz,11,13,2
2026-04-09,ALU,Firing Range,Prevail,14,12,2
2026-04-09,ALU,Firing Range,Skullguy,7,12,5
2026-04-09,ALU,Firing Range,Viper,14,12,4
2026-04-09,ALU,Firing Range,Warden,8,13,1
2026-04-12,ALU,Takeoff,Abhiz,46,49,24
2026-04-12,ALU,Takeoff,Prevail,50,53,19
2026-04-12,ALU,Takeoff,Skullguy,45,52,27
2026-04-12,ALU,Takeoff,Viper,48,56,22
2026-04-12,ALU,Takeoff,Warden,52,50,18
2026-04-12,ALU,Hacienda,Abhiz,52,52,19
2026-04-12,ALU,Hacienda,Prevail,48,57,26
2026-04-12,ALU,Hacienda,Skullguy,49,49,18
2026-04-12,ALU,Hacienda,Viper,56,58,20
2026-04-12,ALU,Hacienda,Warden,52,52,19
2026-04-11,ELV,Standoff,Abhiz,34,26,7
2026-04-11,ELV,Standoff,Prevail,35,32,8
2026-04-11,ELV,Standoff,Skullguy,28,24,5
2026-04-11,ELV,Standoff,Viper,28,26,8
2026-04-11,ELV,Standoff,Warden,34,28,7
2026-04-11,ELV,Crossroads Strike,Abhiz,36,26,3
2026-04-11,ELV,Crossroads Strike,Prevail,33,32,11
2026-04-11,ELV,Crossroads Strike,Skullguy,44,26,2
2026-04-11,ELV,Crossroads Strike,Viper,24,35,13
2026-04-11,ELV,Crossroads Strike,Warden,33,34,7
2026-04-11,ELV,Summit,Abhiz,45,39,13
2026-04-11,ELV,Summit,Prevail,37,39,12
2026-04-11,ELV,Summit,Skullguy,33,38,21
2026-04-11,ELV,Summit,Viper,37,37,15
2026-04-11,ELV,Summit,Warden,35,41,12
2026-04-11,ELV,Combine,Abhiz,39,37,21
2026-04-11,ELV,Combine,Prevail,55,38,26
2026-04-11,ELV,Combine,Skullguy,46,33,28
2026-04-11,ELV,Combine,Viper,53,42,30
2026-04-11,ELV,Combine,Warden,40,42,19
2026-04-11,ELV,Meltdown,Abhiz,1,12,0
2026-04-11,ELV,Meltdown,Prevail,11,12,5
2026-04-11,ELV,Meltdown,Skullguy,9,13,1
2026-04-11,ELV,Meltdown,Viper,9,9,4
2026-04-11,ELV,Meltdown,Warden,8,10,3
2026-04-11,ELV,Tunisia,Abhiz,9,11,0
2026-04-11,ELV,Tunisia,Prevail,18,11,1
2026-04-11,ELV,Tunisia,Skullguy,7,13,1
2026-04-11,ELV,Tunisia,Viper,11,11,1
2026-04-11,ELV,Tunisia,Warden,3,13,6
2026-04-14,Q9,Takeoff,Abhiz,56,34,15
2026-04-14,Q9,Takeoff,Prevail,37,42,25
2026-04-14,Q9,Takeoff,Skullguy,42,38,14
2026-04-14,Q9,Takeoff,Viper,48,37,24
2026-04-14,Q9,Takeoff,Warden,44,38,20
2026-04-14,Q9,Arsenal,Abhiz,33,32,19
2026-04-14,Q9,Arsenal,Prevail,23,34,10
2026-04-14,Q9,Arsenal,Skullguy,34,30,13
2026-04-14,Q9,Arsenal,Viper,37,33,14
2026-04-14,Q9,Arsenal,Warden,26,40,10
2026-04-14,Q9,Standoff,Abhiz,27,28,7
2026-04-14,Q9,Standoff,Prevail,29,35,11
2026-04-14,Q9,Standoff,Skullguy,24,35,8
2026-04-14,Q9,Standoff,Viper,32,26,7
2026-04-14,Q9,Standoff,Warden,34,35,3
2026-04-14,Q9,Raid,Abhiz,31,25,3
2026-04-14,Q9,Raid,Prevail,35,28,13
2026-04-14,Q9,Raid,Skullguy,30,16,10
2026-04-14,Q9,Raid,Viper,29,25,9
2026-04-14,Q9,Raid,Warden,18,30,17
2026-04-14,Q9,Tunisia,Abhiz,9,12,0
2026-04-14,Q9,Tunisia,Prevail,10,15,3
2026-04-14,Q9,Tunisia,Skullguy,8,14,6
2026-04-14,Q9,Tunisia,Viper,19,10,0
2026-04-14,Q9,Tunisia,Warden,13,12,4
2026-04-14,Q9,Firing Range,Abhiz,8,11,0
2026-04-14,Q9,Firing Range,Prevail,7,9,6
2026-04-14,Q9,Firing Range,Skullguy,13,7,2
2026-04-14,Q9,Firing Range,Viper,5,6,1
2026-04-14,Q9,Firing Range,Warden,12,12,8
2026-04-14,OUG,Combine,Abhiz,45,38,10
2026-04-14,OUG,Combine,Prevail,38,44,15
2026-04-14,OUG,Combine,Skullguy,24,37,20
2026-04-14,OUG,Combine,Viper,38,44,15
2026-04-14,OUG,Combine,Warden,34,42,13
2026-04-14,OUG,Summit,Abhiz,48,38,15
2026-04-14,OUG,Summit,Prevail,29,46,17
2026-04-14,OUG,Summit,Skullguy,38,35,17
2026-04-14,OUG,Summit,Viper,38,42,13
2026-04-14,OUG,Summit,Warden,27,46,19
2026-04-14,OUG,Standoff,Abhiz,37,42,5
2026-04-14,OUG,Standoff,Prevail,36,43,15
2026-04-14,OUG,Standoff,Skullguy,41,37,10
2026-04-14,OUG,Standoff,Viper,35,38,15
2026-04-14,OUG,Standoff,Warden,36,35,13
2026-04-14,OUG,Crossroads Strike,Abhiz,29,15,10
2026-04-14,OUG,Crossroads Strike,Prevail,20,23,5
2026-04-14,OUG,Crossroads Strike,Skullguy,18,20,11
2026-04-14,OUG,Crossroads Strike,Viper,26,19,6
2026-04-14,OUG,Crossroads Strike,Warden,27,22,7
2026-04-14,OUG,Coastal,Abhiz,10,8,1
2026-04-14,OUG,Coastal,Prevail,8,11,4
2026-04-14,OUG,Coastal,Skullguy,8,8,0
2026-04-14,OUG,Coastal,Viper,12,10,7
2026-04-14,OUG,Coastal,Warden,14,5,4
2026-04-14,OUG,Slums,Abhiz,15,5,1
2026-04-14,OUG,Slums,Prevail,7,8,4
2026-04-14,OUG,Slums,Skullguy,5,10,4
2026-04-14,OUG,Slums,Viper,4,7,1
2026-04-14,OUG,Slums,Warden,11,8,3
2026-04-21,ALU,Hacienda,Abhiz,31,40,19
2026-04-21,ALU,Hacienda,Prevail,33,37,14
2026-04-21,ALU,Hacienda,Skullguy,23,35,17
2026-04-21,ALU,Hacienda,Viper,43,39,11
2026-04-21,ALU,Hacienda,Warden,30,41,8
2026-04-21,ALU,Coastal,Abhiz,9,12,3
2026-04-21,ALU,Coastal,Prevail,11,15,6
2026-04-21,ALU,Coastal,Skullguy,14,12,7
2026-04-21,ALU,Coastal,Viper,11,13,3
2026-04-21,ALU,Coastal,Warden,8,15,4
2026-04-21,ALU,Standoff,Abhiz,36,29,6
2026-04-21,ALU,Standoff,Prevail,28,33,12
2026-04-21,ALU,Standoff,Skullguy,15,25,6
2026-04-21,ALU,Standoff,Viper,26,29,9
2026-04-21,ALU,Standoff,Warden,25,29,4
2026-04-21,ALU,Arsenal,Abhiz,31,35,6
2026-04-21,ALU,Arsenal,Prevail,38,33,16
2026-04-21,ALU,Arsenal,Skullguy,25,35,16
2026-04-21,ALU,Arsenal,Viper,33,35,9
2026-04-21,ALU,Arsenal,Warden,33,40,9
2026-04-21,OUG,Takeoff,Abhiz,47,37,17
2026-04-21,OUG,Takeoff,Prevail,33,47,22
2026-04-21,OUG,Takeoff,Skullguy,38,39,12
2026-04-21,OUG,Takeoff,Viper,44,40,11
2026-04-21,OUG,Takeoff,Warden,44,40,9
2026-04-21,OUG,Combine,Abhiz,39,44,23
2026-04-21,OUG,Combine,Prevail,52,45,11
2026-04-21,OUG,Combine,Skullguy,35,44,12
2026-04-21,OUG,Combine,Viper,41,47,21
2026-04-21,OUG,Combine,Warden,44,49,16
2026-04-21,OUG,Standoff,Abhiz,41,35,10
2026-04-21,OUG,Standoff,Prevail,31,45,13
2026-04-21,OUG,Standoff,Skullguy,45,28,8
2026-04-21,OUG,Standoff,Viper,44,26,9
2026-04-21,OUG,Standoff,Warden,31,41,15
2026-04-21,OUG,Raid,Abhiz,27,24,5
2026-04-21,OUG,Raid,Prevail,32,30,9
2026-04-21,OUG,Raid,Skullguy,24,18,5
2026-04-21,OUG,Raid,Viper,34,26,5
2026-04-21,OUG,Raid,Warden,26,25,7
2026-04-21,OUG,Tunisia,Abhiz,14,11,1
2026-04-21,OUG,Tunisia,Prevail,13,14,3
2026-04-21,OUG,Tunisia,Skullguy,2,11,3
2026-04-21,OUG,Tunisia,Viper,9,11,1
2026-04-21,OUG,Tunisia,Warden,8,11,3
2026-04-21,OUG,Firing Range,Abhiz,10,12,2
2026-04-21,OUG,Firing Range,Prevail,11,11,3
2026-04-21,OUG,Firing Range,Skullguy,11,13,6
2026-04-21,OUG,Firing Range,Viper,18,13,3
2026-04-21,OUG,Firing Range,Warden,6,13,5
