Date,Week,Opponent,Map,Mode,Player,Kills,Deaths,Assists
1-Apr,6,Wolves,Raid,Control,Viper,44,42,12
1-Apr,6,Wolves,Raid,Control,Warden,41,38,15
1-Apr,6,Wolves,Tunisia,SnD,Abhiz,7,11,3
1-Apr,6,Wolves,Tunisia,SnD,Prevail,9,11,0
1-Apr,6,Wolves,Tunisia,SnD,Skullguy,6,9,1
1-Apr,6,Wolves,Tunisia,SnD,Viper,8,11,3
1-Apr,6,Wolves,Tunisia,SnD,Warden,11,10,3
1-Apr,6,Wolves,Meltdown,SnD,Abhiz,10,12,2
1-Apr,6,Wolves,Meltdown,SnD,Prevail,10,13,4
1-Apr,6,Wolves,Meltdown,SnD,Skullguy,8,12,0
1-Apr,6,Wolves,Meltdown,SnD,Viper,17,12,2
1-Apr,6,Wolves,Meltdown,SnD,Warden,9,11,6
4-Apr,6,ELV,Takeoff,HP,Abhiz,48,41,17
4-Apr,6,ELV,Takeoff,HP,Prevail,43,51,23
4-Apr,6,ELV,Takeoff,HP,Skullguy,43,44,20
4-Apr,6,ELV,Takeoff,HP,Viper,60,34,18
4-Apr,6,ELV,Takeoff,HP,Warden,50,41,16
4-Apr,6,ELV,Arsenal,HP,Abhiz,49,42,20
4-Apr,6,ELV,Arsenal,HP,Prevail,42,46,16
4-Apr,6,ELV,Arsenal,HP,Skullguy,45,44,20
4-Apr,6,ELV,Arsenal,HP,Viper,34,38,17
4-Apr,6,ELV,Arsenal,HP,Warden,43,47,18
4-Apr,6,ELV,Combine,HP,Abhiz,23,34,10
4-Apr,6,ELV,Combine,HP,Prevail,25,38,13
4-Apr,6,ELV,Combine,HP,Skullguy,13,37,11
4-Apr,6,ELV,Combine,HP,Viper,44,34,8
4-Apr,6,ELV,Combine,HP,Warden,28,36,10
4-Apr,6,ELV,Standoff,Control,Abhiz,35,24,5
4-Apr,6,ELV,Standoff,Control,Prevail,25,22,5
4-Apr,6,ELV,Standoff,Control,Skullguy,17,17,1
4-Apr,6,ELV,Standoff,Control,Viper,28,19,4
4-Apr,6,ELV,Standoff,Control,Warden,15,19,9
4-Apr,6,ELV,Raid,Control,Abhiz,46,29,4
4-Apr,6,ELV,Raid,Control,Prevail,37,53,9
4-Apr,6,ELV,Raid,Control,Skullguy,31,29,4
4-Apr,6,ELV,Raid,Control,Viper,34,35,13
4-Apr,6,ELV,Raid,Control,Warden,31,39,16
4-Apr,6,ELV,Slums,SnD,Abhiz,14,12,3
4-Apr,6,ELV,Slums,SnD,Prevail,14,12,5
4-Apr,6,ELV,Slums,SnD,Skullguy,10,11,3
4-Apr,6,ELV,Slums,SnD,Viper,15,11,5
4-Apr,6,ELV,Slums,SnD,Warden,12,13,4
4-Apr,6,OUG,Combine,HP,Abhiz,41,40,20
4-Apr,6,OUG,Combine,HP,Prevail,41,43,8
4-Apr,6,OUG,Combine,HP,Skullguy,32,39,20
4-Apr,6,OUG,Combine,HP,Viper,39,45,22
4-Apr,6,OUG,Combine,HP,Warden,48,35,20
4-Apr,6,OUG,Summit,HP,Abhiz,46,40,14
4-Apr,6,OUG,Summit,HP,Prevail,39,47,15
4-Apr,6,OUG,Summit,HP,Skullguy,31,43,18
4-Apr,6,OUG,Summit,HP,Viper,46,49,13
4-Apr,6,OUG,Summit,HP,Warden,42,44,20
4-Apr,6,OUG,Coastal,SnD,Abhiz,10,11,1
4-Apr,6,OUG,Coastal,SnD,Prevail,6,14,2
4-Apr,6,OUG,Coastal,SnD,Skullguy,7,12,2
4-Apr,6,OUG,Coastal,SnD,Viper,13,9,3
4-Apr,6,OUG,Coastal,SnD,Warden,9,12,6
4-Apr,6,OUG,Standoff,Control,Abhiz,47,41,8
4-Apr,6,OUG,Standoff,Control,Prevail,38,33,16
4-Apr,6,OUG,Standoff,Control,Skullguy,34,30,11
4-Apr,6,OUG,Standoff,Control,Viper,41,31,12
4-Apr,6,OUG,Standoff,Control,Warden,28,42,10
7-Apr,7,OUG,Takeoff,HP,Abhiz,46,42,20
7-Apr,7,OUG,Takeoff,HP,Prevail,57,42,15
7-Apr,7,OUG,Takeoff,HP,Skullguy,34,41,21
7-Apr,7,OUG,Takeoff,HP,Viper,44,45,19
7-Apr,7,OUG,Takeoff,HP,Warden,46,42,13
7-Apr,7,OUG,Summit,HP,Abhiz,45,42,10
7-Apr,7,OUG,Summit,HP,Prevail,31,43,15
7-Apr,7,OUG,Summit,HP,Skullguy,38,41,17
7-Apr,7,OUG,Summit,HP,Viper,50,37,10
7-Apr,7,OUG,Summit,HP,Warden,36,39,16
7-Apr,7,OUG,Standoff,Control,Abhiz,36,17,6
7-Apr,7,OUG,Standoff,Control,Prevail,37,29,8
7-Apr,7,OUG,Standoff,Control,Skullguy,26,23,3
7-Apr,7,OUG,Standoff,Control,Viper,30,24,10
7-Apr,7,OUG,Standoff,Control,Warden,15,23,6
7-Apr,7,OUG,Crossroads Strike,Control,Abhiz,30,19,7
7-Apr,7,OUG,Crossroads Strike,Control,Prevail,27,30,9
7-Apr,7,OUG,Crossroads Strike,Control,Skullguy,31,18,7
7-Apr,7,OUG,Crossroads Strike,Control,Viper,37,25,7
7-Apr,7,OUG,Crossroads Strike,Control,Warden,22,26,9
7-Apr,7,OUG,Firing Range,SnD,Abhiz,13,9,1
7-Apr,7,OUG,Firing Range,SnD,Prevail,10,13,3
7-Apr,7,OUG,Firing Range,SnD,Skullguy,10,11,4
7-Apr,7,OUG,Firing Range,SnD,Viper,9,14,3
7-Apr,7,OUG,Firing Range,SnD,Warden,10,12,2
7-Apr,7,OUG,Tunisia,SnD,Abhiz,10,9,5
7-Apr,7,OUG,Tunisia,SnD,Prevail,12,10,6
7-Apr,7,OUG,Tunisia,SnD,Skullguy,19,9,4
7-Apr,7,OUG,Tunisia,SnD,Viper,13,11,3
7-Apr,7,OUG,Tunisia,SnD,Warden,9,11,6
7-Apr,7,XROCK,Summit,HP,Abhiz,33,23,15
7-Apr,7,XROCK,Summit,HP,Prevail,40,25,7
7-Apr,7,XROCK,Summit,HP,Skullguy,28,27,17
7-Apr,7,XROCK,Summit,HP,Viper,49,18,12
7-Apr,7,XROCK,Summit,HP,Warden,32,27,20
7-Apr,7,XROCK,Combine,HP,Abhiz,22,18,13
7-Apr,7,XROCK,Combine,HP,Prevail,25,23,8
7-Apr,7,XROCK,Combine,HP,Skullguy,25,20,19
7-Apr,7,XROCK,Combine,HP,Viper,33,18,7
7-Apr,7,XROCK,Combine,HP,Warden,33,19,15
7-Apr,7,XROCK,Tunisia,SnD,Abhiz,11,12,3
7-Apr,7,XROCK,Tunisia,SnD,Prevail,5,11,4
7-Apr,7,XROCK,Tunisia,SnD,Skullguy,6,11,2
7-Apr,7,XROCK,Tunisia,SnD,Viper,14,10,1
7-Apr,7,XROCK,Tunisia,SnD,Warden,11,11,0
7-Apr,7,XROCK,Raid,Control,Abhiz,28,27,4
7-Apr,7,XROCK,Raid,Control,Prevail,41,34,14
7-Apr,7,XROCK,Raid,Control,Skullguy,25,27,2
7-Apr,7,XROCK,Raid,Control,Viper,33,30,7
7-Apr,7,XROCK,Raid,Control,Warden,25,36,10
7-Apr,7,XROCK,Crossroads Strike,Control,Abhiz,29,10,7
7-Apr,7,XROCK,Crossroads Strike,Control,Prevail,20,19,8
7-Apr,7,XROCK,Crossroads Strike,Control,Skullguy,19,12,4
7-Apr,7,XROCK,Crossroads Strike,Control,Viper,27,16,7
7-Apr,7,XROCK,Crossroads Strike,Control,Warden,24,13,7
7-Apr,7,XROCK,Meltdown,SnD,Abhiz,12,8,0
7-Apr,7,XROCK,Meltdown,SnD,Prevail,10,7,1
7-Apr,7,XROCK,Meltdown,SnD,Skullguy,6,9,7
7-Apr,7,XROCK,Meltdown,SnD,Viper,17,4,3
7-Apr,7,XROCK,Meltdown,SnD,Warden,14,10,4
8-Apr,7,Wolves,Summit,HP,Abhiz,40,40,19
8-Apr,7,Wolves,Summit,HP,Prevail,3,41,14
8-Apr,7,Wolves,Summit,HP,Skullguy,47,34,23
8-Apr,7,Wolves,Summit,HP,Viper,50,34,12
8-Apr,7,Wolves,Summit,HP,Warden,32,37,15
8-Apr,7,Wolves,Hacienda,HP,Abhiz,32,47,16
8-Apr,7,Wolves,Hacienda,HP,Prevail,35,47,13
8-Apr,7,Wolves,Hacienda,HP,Skullguy,41,43,15
8-Apr,7,Wolves,Hacienda,HP,Viper,37,41,15
8-Apr,7,Wolves,Hacienda,HP,Warden,39,50,16
8-Apr,7,Wolves,Crossroads Strike,Control,Abhiz,25,26,2
8-Apr,7,Wolves,Crossroads Strike,Control,Prevail,19,30,6
8-Apr,7,Wolves,Crossroads Strike,Control,Skullguy,25,24,5
8-Apr,7,Wolves,Crossroads Strike,Control,Viper,29,30,10
8-Apr,7,Wolves,Crossroads Strike,Control,Warden,27,25,7
8-Apr,7,Wolves,Raid,Control,Abhiz,22,27,5
8-Apr,7,Wolves,Raid,Control,Prevail,31,26,7
8-Apr,7,Wolves,Raid,Control,Skullguy,21,23,2
8-Apr,7,Wolves,Raid,Control,Viper,28,28,9 
8-Apr,7,Wolves,Raid,Control,Warden,24,34,6
8-Apr,7,Wolves,Firing Range,SnD,Abhiz,7,10,0
8-Apr,7,Wolves,Firing Range,SnD,Prevail,10,11,3
8-Apr,7,Wolves,Firing Range,SnD,Skullguy,9,11,3
8-Apr,7,Wolves,Firing Range,SnD,Viper,7,12,1
8-Apr,7,Wolves,Firing Range,SnD,Warden,9,13,3
8-Apr,7,Wolves,Coastal,SnD,Abhiz,6,15,2
8-Apr,7,Wolves,Coastal,SnD,Prevail,14,13,6
8-Apr,7,Wolves,Coastal,SnD,Skullguy,12,11,2
8-Apr,7,Wolves,Coastal,SnD,Viper,10,12,4
8-Apr,7,Wolves,Coastal,SnD,Warden,17,12,4
8-Apr,7,GAL,Hacienda,HP,Abhiz,40,29,27
8-Apr,7,GAL,Hacienda,HP,Prevail,35,29,15
8-Apr,7,GAL,Hacienda,HP,Skullguy,30,31,24
8-Apr,7,GAL,Hacienda,HP,Viper,48,24,20
8-Apr,7,GAL,Hacienda,HP,Warden,44,28,16
8-Apr,7,GAL,Arsenal,HP,Abhiz,27,40,15
8-Apr,7,GAL,Arsenal,HP,Prevail,31,39,13
8-Apr,7,GAL,Arsenal,HP,Skullguy,24,34,7
8-Apr,7,GAL,Arsenal,HP,Viper,33,41,24
8-Apr,7,GAL,Arsenal,HP,Warden,28,45,16
8-Apr,7,GAL,Raid,Control,Abhiz,27,26,7
8-Apr,7,GAL,Raid,Control,Prevail,32,22,8
8-Apr,7,GAL,Raid,Control,Skullguy,14,20,9
8-Apr,7,GAL,Raid,Control,Viper,37,24,6
8-Apr,7,GAL,Raid,Control,Warden,35,23,4
8-Apr,7,GAL,Standoff,Control,Abhiz,42,42,7
8-Apr,7,GAL,Standoff,Control,Prevail,39,42,14
8-Apr,7,GAL,Standoff,Control,Skullguy,39,32,12
8-Apr,7,GAL,Standoff,Control,Viper,39,32,11
8-Apr,7,GAL,Standoff,Control,Warden,35,35,25
8-Apr,7,GAL,Meltdown,SnD,Abhiz,12,10,6
8-Apr,7,GAL,Meltdown,SnD,Prevail,6,12,3
8-Apr,7,GAL,Meltdown,SnD,Skullguy,16,9,5
8-Apr,7,GAL,Meltdown,SnD,Viper,10,12,3
8-Apr,7,GAL,Meltdown,SnD,Warden,10,10,5
8-Apr,7,GAL,Firing Range,SnD,Abhiz,15,12,0
8-Apr,7,GAL,Firing Range,SnD,Prevail,15,9,5
8-Apr,7,GAL,Firing Range,SnD,Skullguy,4,11,3
8-Apr,7,GAL,Firing Range,SnD,Viper,13,11,5
8-Apr,7,GAL,Firing Range,SnD,Warden,16,11,4
9-Apr,7,Wolves,Summit,HP,Abhiz,42,37,15
9-Apr,7,Wolves,Summit,HP,Prevail,40,34,9
9-Apr,7,Wolves,Summit,HP,Skullguy,39,35,20
9-Apr,7,Wolves,Summit,HP,Viper,45,31,24
9-Apr,7,Wolves,Summit,HP,Warden,35,43,14
9-Apr,7,Wolves,Combine,HP,Abhiz,61,41,18
9-Apr,7,Wolves,Combine,HP,Prevail,42,44,16
9-Apr,7,Wolves,Combine,HP,Skullguy,43,42,22
9-Apr,7,Wolves,Combine,HP,Viper,39,46,25
9-Apr,7,Wolves,Combine,HP,Warden,53,43,19
9-Apr,7,Wolves,Crossroads Strike,Control,Abhiz,11,26,6
9-Apr,7,Wolves,Crossroads Strike,Control,Prevail,20,23,4
9-Apr,7,Wolves,Crossroads Strike,Control,Skullguy,17,22,3
9-Apr,7,Wolves,Crossroads Strike,Control,Viper,16,23,5
9-Apr,7,Wolves,Crossroads Strike,Control,Warden,13,26,7
9-Apr,7,Wolves,Standoff,Control,Abhiz,39,29,11
9-Apr,7,Wolves,Standoff,Control,Prevail,33,39,13
9-Apr,7,Wolves,Standoff,Control,Skullguy,25,30,0
9-Apr,7,Wolves,Standoff,Control,Viper,34,26,10
9-Apr,7,Wolves,Standoff,Control,Warden,26,28,5
9-Apr,7,Wolves,Meltdown,SnD,Abhiz,10,8,1
9-Apr,7,Wolves,Meltdown,SnD,Prevail,18,6,3
9-Apr,7,Wolves,Meltdown,SnD,Skullguy,6,8,9
9-Apr,7,Wolves,Meltdown,SnD,Viper,12,8,2
9-Apr,7,Wolves,Meltdown,SnD,Warden,7,10,2
9-Apr,7,ALU,Arsenal,HP,Abhiz,34,35,11
9-Apr,7,ALU,Arsenal,HP,Prevail,31,35,23
9-Apr,7,ALU,Arsenal,HP,Skullguy,34,36,16
9-Apr,7,ALU,Arsenal,HP,Viper,32,37,8
9-Apr,7,ALU,Arsenal,HP,Warden,28,39,12
9-Apr,7,ALU,Takeoff,HP,Abhiz,34,47,22
9-Apr,7,ALU,Takeoff,HP,Prevail,41,44,16
9-Apr,7,ALU,Takeoff,HP,Skullguy,37,45,21
9-Apr,7,ALU,Takeoff,HP,Viper,52,44,16
9-Apr,7,ALU,Takeoff,HP,Warden,49,51,26
9-Apr,7,ALU,Slums,SnD,Abhiz,15,12,2
9-Apr,7,ALU,Slums,SnD,Prevail,4,15,5
9-Apr,7,ALU,Slums,SnD,Skullguy,21,11,3
9-Apr,7,ALU,Slums,SnD,Viper,12,12,5
9-Apr,7,ALU,Slums,SnD,Warden,14,13,4
9-Apr,7,ALU,Firing Range,SnD,Abhiz,11,13,2
9-Apr,7,ALU,Firing Range,SnD,Prevail,14,12,2
9-Apr,7,ALU,Firing Range,SnD,Skullguy,7,12,5
9-Apr,7,ALU,Firing Range,SnD,Viper,14,12,4
9-Apr,7,ALU,Firing Range,SnD,Warden,8,13,1
12-Apr,7,ALU,Takeoff,HP,Abhiz,46,49,24
12-Apr,7,ALU,Takeoff,HP,Prevail,50,53,19
12-Apr,7,ALU,Takeoff,HP,SKullguy,45,52,27
12-Apr,7,ALU,Takeoff,HP,Viper,48,56,22
12-Apr,7,ALU,Takeoff,HP,Warden,52,50,18
12-Apr,7,ALU,Hacienda,HP,Abhiz,52,52,19
12-Apr,7,ALU,Hacienda,HP,Prevail,48,57,26
12-Apr,7,ALU,Hacienda,HP,Skullguy,49,49,18
12-Apr,7,ALU,Hacienda,HP,Viper,56,58,20
12-Apr,7,ALU,Hacienda,HP,Warden,52,52,19
11-Apr,7,ELV,Standoff,Control,Abhiz,34,26,7
11-Apr,7,ELV,Standoff,Control,Prevail,35,32,8
11-Apr,7,ELV,Standoff,Control,Skullguy,28,24,5
11-Apr,7,ELV,Standoff,Control,Viper,28,26,8
11-Apr,7,ELV,Standoff,Control,Warden,34,28,7
11-Apr,7,ELV,Crossroads Strike,Control,Abhiz,36,26,3
11-Apr,7,ELV,Crossroads Strike,Control,Prevail,33,32,11
11-Apr,7,ELV,Crossroads Strike,Control,Skullguy,44,26,2
11-Apr,7,ELV,Crossroads Strike,Control,Viper,24,35,13
11-Apr,7,ELV,Crossroads Strike,Control,Warden,33,34,7
11-Apr,7,ELV,Summit,HP,Abhiz,45,39,13
11-Apr,7,ELV,Summit,HP,Prevail,37,39,12
11-Apr,7,ELV,Summit,HP,Skullguy,33,38,21
11-Apr,7,ELV,Summit,HP,Viper,37,37,15
11-Apr,7,ELV,Summit,HP,Warden,35,41,12
11-Apr,7,ELV,Combine,HP,Abhiz,39,37,21
11-Apr,7,ELV,Combine,HP,Prevail,55,38,26
11-Apr,7,ELV,Combine,HP,Skullguy,46,33,28
11-Apr,7,ELV,Combine,HP,Viper,53,42,30
11-Apr,7,ELV,Combine,HP,Warden,40,42,19
11-Apr,7,ELV,Meltdown,SnD,Abhiz,1,12,0
11-Apr,7,ELV,Meltdown,SnD,Prevail,11,12,5
11-Apr,7,ELV,Meltdown,SnD,Skullguy,9,13,1
11-Apr,7,ELV,Meltdown,SnD,Viper,9,9,4
11-Apr,7,ELV,Meltdown,SnD,Warden,8,10,3
11-Apr,7,ELV,Tunisia,SnD,Abhiz,9,11,0
11-Apr,7,ELV,Tunisia,SnD,Prevail,18,11,1
11-Apr,7,ELV,Tunisia,SnD,Skullguy,7,13,1
11-Apr,7,ELV,Tunisia,SnD,Viper,11,11,1
11-Apr,7,ELV,Tunisia,SnD,Warden,3,13,6
14-Apr,8,Q9,Takeoff,HP,Abhiz,56,34,15
14-Apr,8,Q9,Takeoff,HP,Prevail,37,42,25
14-Apr,8,Q9,Takeoff,HP,Skullguy,42,38,14
14-Apr,8,Q9,Takeoff,HP,Viper,48,37,24
14-Apr,8,Q9,Takeoff,HP,Warden,44,38,20
14-Apr,8,Q9,Arsenal,HP,Abhiz,33,32,19
14-Apr,8,Q9,Arsenal,HP,Prevail,23,34,10
14-Apr,8,Q9,Arsenal,HP,Skullguy,34,30,13
14-Apr,8,Q9,Arsenal,HP,Viper,37,33,14
14-Apr,8,Q9,Arsenal,HP,Warden,26,40,10
14-Apr,8,Q9,Standoff,Control,Abhiz,27,28,7
14-Apr,8,Q9,Standoff,Control,Prevail,29,35,11
14-Apr,8,Q9,Standoff,Control,Skullguy,24,35,8
14-Apr,8,Q9,Standoff,Control,Viper,32,26,7
14-Apr,8,Q9,Standoff,Control,Warden,34,35,3
14-Apr,8,Q9,Raid,Control,Abhiz,31,25,3
14-Apr,8,Q9,Raid,Control,Prevail,35,28,13
14-Apr,8,Q9,Raid,Control,Skullguy,30,16,10
14-Apr,8,Q9,Raid,Control,Viper,29,25,9
14-Apr,8,Q9,Raid,Control,Warden,18,30,17
14-Apr,8,Q9,Tunisia,SnD,Abhiz,9,12,0
14-Apr,8,Q9,Tunisia,SnD,Prevail,10,15,3
14-Apr,8,Q9,Tunisia,SnD,Skullguy,8,14,6
14-Apr,8,Q9,Tunisia,SnD,Viper,19,10,0
14-Apr,8,Q9,Tunisia,SnD,Warden,13,12,4
14-Apr,8,Q9,Firing Range,SnD,Abhiz,8,11,0
14-Apr,8,Q9,Firing Range,SnD,Prevail,7,9,6
14-Apr,8,Q9,Firing Range,SnD,Skullguy,13,7,2
14-Apr,8,Q9,Firing Range,SnD,Viper,5,6,1
14-Apr,8,Q9,Firing Range,SnD,Warden,12,12,8
14-Apr,8,OUG,Combine,HP,Abhiz,45,38,10
14-Apr,8,OUG,Combine,HP,Prevail,38,44,15
14-Apr,8,OUG,Combine,HP,Skullguy,24,37,20
14-Apr,8,OUG,Combine,HP,Viper,38,44,15
14-Apr,8,OUG,Combine,HP,Warden,34,42,13
14-Apr,8,OUG,Summit,HP,Abhiz,48,38,15
14-Apr,8,OUG,Summit,HP,Prevail,29,46,17
14-Apr,8,OUG,Summit,HP,Skullguy,38,35,17
14-Apr,8,OUG,Summit,HP,Viper,38,42,13
14-Apr,8,OUG,Summit,HP,Warden,27,46,19
14-Apr,8,OUG,Standoff,Control,Abhiz,37,42,5
14-Apr,8,OUG,Standoff,Control,Prevail,36,43,15
14-Apr,8,OUG,Standoff,Control,Skullguy,41,37,10
14-Apr,8,OUG,Standoff,Control,Viper,35,38,15
14-Apr,8,OUG,Standoff,Control,Warden,36,35,13
14-Apr,8,OUG,Crossroads Strike,Control,Abhiz,29,15,10
14-Apr,8,OUG,Crossroads Strike,Control,Prevail,20,23,5
14-Apr,8,OUG,Crossroads Strike,Control,Skullguy,18,20,11
14-Apr,8,OUG,Crossroads Strike,Control,Viper,26,19,6
14-Apr,8,OUG,Crossroads Strike,Control,Warden,27,22,7
14-Apr,8,OUG,Coastal,SnD,Abhiz,10,8,1
14-Apr,8,OUG,Coastal,SnD,Prevail,8,11,4
14-Apr,8,OUG,Coastal,SnD,Skullguy,8,8,0
14-Apr,8,OUG,Coastal,SnD,Viper,12,10,7
14-Apr,8,OUG,Coastal,SnD,Warden,14,5,4
14-Apr,8,OUG,Slums,SnD,Abhiz,15,5,1
14-Apr,8,OUG,Slums,SnD,Prevail,7,8,4
14-Apr,8,OUG,Slums,SnD,Skullguy,5,10,4
14-Apr,8,OUG,Slums,SnD,Viper,4,7,1
14-Apr,8,OUG,Slums,SnD,Warden,11,8,3
